6770414,Oded Goldreich 0001|Salil P. Vadhan,0000-0002-4329-135X,Studies in Complexity and Cryptography,,,,,books/sp/goldreich11,https://doi.org/10.1007/978-3-642-22670-0_27,,,books/sp/goldreich2011/GoldreichV11,2018-11-02,,,390-405,,,,,,On the Complexity of Computational Problems Regarding Distributions.,db/books/collections/Goldreich2011.html#GoldreichV11,2011,,,,,
6770415,Oded Goldreich 0001,0000-0002-4329-135X,Studies in Complexity and Cryptography,,,,,books/sp/goldreich11,https://doi.org/10.1007/978-3-642-22670-0_22,,,books/sp/goldreich2011/Goldreich11i,2018-11-02,,,248-272,,,,,,Three XOR-Lemmas - An Exposition.,db/books/collections/Goldreich2011.html#Goldreich11i,2011,,,,,
6770416,Oded Goldreich 0001,0000-0002-4329-135X,Studies in Complexity and Cryptography,,,,,books/sp/goldreich11,https://doi.org/10.1007/978-3-642-22670-0_11,,,books/sp/goldreich2011/Goldreich11c,2018-11-02,,,88-97,,,,,,Using the FGLSS-Reduction to Prove Inapproximability Results for Minimum Vertex Cover in Hypergraphs.,db/books/collections/Goldreich2011.html#Goldreich11c,2011,,,,,
6770417,Oded Goldreich 0001,0000-0002-4329-135X,Studies in Complexity and Cryptography,,,,,books/sp/goldreich11,https://doi.org/10.1007/978-3-642-22670-0_34,,,books/sp/goldreich2011/Goldreich11s,2018-11-02,,,540-546,,,,,,On Security Preserving Reductions - Revised Terminology.,db/books/collections/Goldreich2011.html#Goldreich11s,2011,,,,,
6770418,Oded Goldreich 0001|Tali Kaufman,0000-0002-4329-135X,Studies in Complexity and Cryptography,,,,,books/sp/goldreich11,https://doi.org/10.1007/978-3-642-22670-0_19,,,books/sp/goldreich2011/GoldreichK11,2018-11-02,,,173-190,,,,,,Proximity Oblivious Testing and the Role of Invariances.,db/books/collections/Goldreich2011.html#GoldreichK11,2011,,,,,
6770434,Brahim Medjahed|Salima Benbernou|Zaki Malik,0000-0003-3123-7687,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_6,,,books/sp/wsf14/MedjahedMB14,2017-05-29,,,137-160,,,,,,On the Composability of Semantic Web Services.,db/books/collections/wsf2014.html#MedjahedMB14,2014,,,,,
6770435,Dhaminda B. Abeywickrama,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_12,,,books/sp/wsf14/Abeywickrama14,2017-05-16,,,291-317,,,,,,Context-Aware Services Engineering for Service-Oriented Architectures.,db/books/collections/wsf2014.html#Abeywickrama14,2014,,,,,
6770436,Christian Stahl|Wil M. P. van der Aalst,0000-0002-0955-6940,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_9|https://www.wikidata.org/entity/Q57004886,,,books/sp/wsf14/StahlA14,2018-11-14,,,215-244,,,,,,Behavioral Service Substitution.,db/books/collections/wsf2014.html#StahlA14,2014,,,,,
6770437,Qi Yu,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_23,,,books/sp/wsf14/Yu14,2017-05-16,,,589-608,,,,,,On Bootstrapping Web Service Recommendation.,db/books/collections/wsf2014.html#Yu14,2014,,,,,
6770438,M. Brian Blake|Steffen Bleul|Thomas Weise 0001,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_7,,,books/sp/wsf14/WeiseBB14,2017-12-19,,,161-187,,,,,,Semantic Web Service Composition: The Web Service Challenge Perspective.,db/books/collections/wsf2014.html#WeiseBB14,2014,,,,,
6770439,Emna Mezghani|Khalil Drira|Riadh Ben Halima,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_19,,,books/sp/wsf14/MezghaniHD14,2017-05-16,,,483-505,,,,,,DRAAS: Dynamically Reconfigurable Architecture for Autonomic Services.,db/books/collections/wsf2014.html#MezghaniHD14,2014,,,,,
6770440,Jia Zhang|Jian Wang 0018|Keqing He|Liang-Jie Zhang|Patrick C. K. Hung|Zaiwen Feng,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_26,,,books/sp/wsf14/WangFZHHZ14,2018-02-21,,,657-682,,,,,,A Unified RGPS-Based Approach Supporting Service-Oriented Process Customization.,db/books/collections/wsf2014.html#WangFZHHZ14,2014,,,,,
6770441,Carlos Rodríguez 0001|Fabio Casati|Florian Daniel|Hamid R. Motahari Nezhad|Soudip Roy Chowdhury,0000-0002-7263-821X|0000-0003-3004-8702,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_27,,,books/sp/wsf14/RodriguezCDNC14,2018-11-02,,,683-708,,,,,,Assisted Mashup Development: On the Discovery and Recommendation of Mashup Composition Knowledge.,db/books/collections/wsf2014.html#RodriguezCDNC14,2014,,,,,
6770442,Joseph G. Davis|Mahboobeh Moghaddam,0000-0003-2041-2929,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_13,,,books/sp/wsf14/MoghaddamD14,2017-06-14,,,321-346,,,,,,Service Selection in Web Service Composition: A Comparative Review of Existing Approaches.,db/books/collections/wsf2014.html#MoghaddamD14,2014,,,,,
6770443,Min Chen|Pascal Poizat|Yuhong Yan,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_17,,,books/sp/wsf14/ChenPY14,2017-05-16,,,423-449,,,,,,Adaptive Composition and QoS Optimization of Conversational Services Through Graph Planning Encoding.,db/books/collections/wsf2014.html#ChenPY14,2014,,,,,
6770444,Cesare Pautasso,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_2,,,books/sp/wsf14/Pautasso14,2017-05-16,,,31-51,,,,,,RESTful Web Services: Principles, Patterns, Emerging Technologies.,,,,,
6770445,Huiyuan Zheng|Jian Yang 0001|Weiliang Zhao,0000-0002-4408-1952|0000-0003-2599-9968,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_14,,,books/sp/wsf14/ZhengYZ14,2018-11-02,,,347-373,,,,,,QoS Analysis in Service Oriented Computing.,db/books/collections/wsf2014.html#ZhengYZ14,2014,,,,,
6770446,Claude Godart|Nawal Guermouche,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_16,,,books/sp/wsf14/GuermoucheG14,2017-05-16,,,399-422,,,,,,Composition of Web Services: From Qualitative to Quantitative Timed Properties.,db/books/collections/wsf2014.html#GuermoucheG14,2014,,,,,
6770447,Hua Xiao|Ying Zou,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_24,,,books/sp/wsf14/XiaoZ14,2017-05-16,,,609-633,,,,,,An Approach for Service Discovery and Recommendation Using Contexts.,db/books/collections/wsf2014.html#XiaoZ14,2014,,,,,
6770448,Ananya Kanjilal|Jayeeta Chanda|Sabnam Sengupta|Swapan Bhattacharya,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_11,,,books/sp/wsf14/ChandaKSB14,2017-05-16,,,273-289,,,,,,Transformation Framework for Consistent Evolution of UML Behavioral Elements into BPMN Design Element.,db/books/collections/wsf2014.html#ChandaKSB14,2014,,,,,
6770449,Amal Alhosban|Brahim Medjahed|Khayyam Hashmi|Salima Benbernou|Zaki Malik,0000-0003-3123-7687,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_18,,,books/sp/wsf14/HashmiAMMB14,2017-05-29,,,451-482,,,,,,Automated Negotiation Among Web services.,db/books/collections/wsf2014.html#HashmiAMMB14,2014,,,,,
6770450,Fabio Patrizi|Giuseppe De Giacomo|Massimo Mecella,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_8,,,books/sp/wsf14/GiacomoMP14,2017-05-16,,,189-214,,,,,,Automated Service Composition Based on Behaviors: The Roman Model.,db/books/collections/wsf2014.html#GiacomoMP14,2014,,,,,
6770451,Abdallah Namoun|Freddy Lécué|Georgia Kleanthous|Nikolay Mehandjiev|Usman Wajid,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_28,,,books/sp/wsf14/MehandjievNLWK14,2017-05-16,,,709-736,,,,,,End Users Developing Mashups.,db/books/collections/wsf2014.html#MehandjievNLWK14,2014,,,,,
6770452,Fabio Casati|Florian Daniel|Stefano Soi,0000-0003-3004-8702,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_3,,,books/sp/wsf14/SoiDC14,2018-11-02,,,53-79,,,,,,Conceptual Design of Sound, Custom Composition Languages.,db/books/collections/wsf2014.html#SoiDC14,,,,,
6770453,Ahmed Awad|Mohammed AbuJarour,0000-0003-1879-1026,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_1,,,books/sp/wsf14/AbuJarourA14,2018-11-02,,,3-29,,,,,,Web Services and Business Processes: A Round Trip.,db/books/collections/wsf2014.html#AbuJarourA14,2014,,,,,
6770454,Boualem Benatallah|Hamid R. Motahari Nezhad|Régis Saint-Paul|Woralak Kongdenfha,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_10,,,books/sp/wsf14/KongdenfhaNBS14,2017-05-16,,,245-272,,,,,,Web Service Adaptation: Mismatch Patterns and Semi-Automated Approach to Mismatch Identification and Adapter Development.,db/books/collections/wsf2014.html#KongdenfhaNBS14,2014,,,,,
6770455,Michael R. Lyu|Xi Chen|Zibin Zheng,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_22,,,books/sp/wsf14/ChenZL14,2017-05-16,,,563-588,,,,,,QoS-Aware Web Service Recommendation via Collaborative Filtering.,db/books/collections/wsf2014.html#ChenZL14,2014,,,,,
6770456,Claudio Guidi|Fabrizio Montesi|Gianluigi Zavattaro,0000-0003-4666-901X,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_4,,,books/sp/wsf14/MontesiGZ14,2017-05-29,,,81-107,,,,,,Service-Oriented Programming with Jolie.,db/books/collections/wsf2014.html#MontesiGZ14,2014,,,,,
6770457,Karsten Wolf|Niels Lohmann,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_5,,,books/sp/wsf14/LohmannW14,2017-05-16,,,109-135,,,,,,From Artifacts to Activities.,db/books/collections/wsf2014.html#LohmannW14,2014,,,,,
6770458,Alan Colman|Jun Han 0004|Tuan Nguyen,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_20,,,books/sp/wsf14/NguyenCH14,2018-08-27,,,507-533,,,,,,Comprehensive Variability Modeling and Management for Customizable Process-Based Service Compositions.,db/books/collections/wsf2014.html#NguyenCH14,2014,,,,,
6770459,Angel Lagares Lemos|Boualem Benatallah|Vu Hung,0000-0001-5310-301X,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_25|https://www.wikidata.org/entity/Q57498481,,,books/sp/wsf14/HungBL14,2018-11-14,,,635-656,,,,,,Data Transformation Knowledge Reuse in Spreadsheet-Based Mashup Development Platform.,db/books/collections/wsf2014.html#HungBL14,2014,,,,,
6770460,Fuyuki Ishikawa,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_15,,,books/sp/wsf14/Ishikawa14,2017-05-16,,,375-397,,,,,,QoS-based Service Selection.,db/books/collections/wsf2014.html#Ishikawa14,2014,,,,,
6770461,Bardia Mohabbati|Dragan Gasevic|Jaejoon Lee|Mohsen Asadi,,Web Services Foundations,,,,,books/sp/wsf2014,https://doi.org/10.1007/978-1-4614-7518-7_21,,,books/sp/wsf14/MohabbatiAGL14,2017-05-16,,,535-562,,,,,,Software Product Line Engineering to Develop Variant-Rich Web Services.,db/books/collections/wsf2014.html#MohabbatiAGL14,2014,,,,,
6770462,Henk M. Blanken|Peter A. C. Verkoulen,,Multimedia Databases in Perspective,,,,,,,,,books/sp/apersbh97/VerkoulenB97,2002-01-03,,,117-143,,,,,,The SGML/HyTime Server Interface.,db/books/collections/ApersBH97.html#VerkoulenB97,1997,,,,,
6770463,Anastasia Analyti|Stavros Christodoulakis,,Multimedia Databases in Perspective,,,,,,,,,books/sp/apersbh97/AnalytiC97,2002-01-03,,,145-179,,,,,,Content-Based Querying.,db/books/collections/ApersBH97.html#AnalytiC97,1997,,,,,
6770464,Karl Aberer|Wolfgang Klas,,Multimedia Databases in Perspective,,,,,,,,,books/sp/apersbh97/KlasA97,2002-01-03,,,31-61,,,,,,Multimedia and its Impact on Database System Architectures.,db/books/collections/ApersBH97.html#KlasA97,1997,,,,,
6770465,Sape J. Mullender|Tatjana Burkow,,Multimedia Databases in Perspective,,,,,,,,,books/sp/apersbh97/BurkowM97,2002-01-03,,,249-287,,,,,,Operating System Support [for Multimedia Databases].,db/books/collections/ApersBH97.html#BurkowM97,1997,,,,,
6770466,Wolfgang Effelsberg,,Multimedia Databases in Perspective,,,,,,,,,books/sp/apersbh97/Effelsberg97,2002-01-03,,,289-304,,,,,,Communication Support [for Multimedia Databases].,db/books/collections/ApersBH97.html#Effelsberg97,1997,,,,,
6770467,Barbara Catania|Elena Ferrari|Elisa Bertino,,Multimedia Databases in Perspective,,,,,,,,,books/sp/apersbh97/BertinoCF97,2002-01-03,,,181-217,,,,,,Query Processing.,db/books/collections/ApersBH97.html#BertinoCF97,1997,,,,,
6770468,Manfred van Gurchom|Maurice A. W. Houtsma|Wouter B. Teeuw,,Multimedia Databases in Perspective,,,,,,,,,books/sp/apersbh97/HoutsmaTG97,2002-01-03,,,305-326,,,,,,Critical Success Factors [for Multimedia Databases].,db/books/collections/ApersBH97.html#HoutsmaTG97,1997,,,,,
6770469,Henk M. Blanken|Peter Pistor,,Multimedia Databases in Perspective,,,,,,,,,books/sp/apersbh97/PistorB97,2002-01-03,,,101-116,,,,,,The SQL3 Server Interface.,db/books/collections/ApersBH97.html#PistorB97,1997,,,,,
6770470,Christian Breiteneder,,Multimedia Databases in Perspective,,,,,,,,,books/sp/apersbh97/Breiteneder97,2002-01-03,,,65-83,,,,,,User Interaction in a Virtual World Environment.,db/books/collections/ApersBH97.html#Breiteneder97,1997,,,,,
6770471,Arjen P. de Vries|Christian Breiteneder|Wolfgang Klas,,Multimedia Databases in Perspective,,,,,,,,,books/sp/apersbh97/KlasVB97,2002-01-03,,,13-30,,,,,,Current and Emerging Applications [Requirements for a Multimedia Database].,db/books/collections/ApersBH97.html#KlasVB97,1997,,,,,
6770472,Peter M. G. Apers,,Multimedia Databases in Perspective,,,,,,,,,books/sp/apersbh97/Apers97,2002-01-03,,,85-98,,,,,,Searching Distributed Hypermedia.,db/books/collections/ApersBH97.html#Apers97,1997,,,,,
6770473,Henk M. Blanken,,Multimedia Databases in Perspective,,,,,,,,,books/sp/apersbh97/Blanken97,2002-01-03,,,3-11,,,,,,Introduction [Requirements for a Multimedia Database].,db/books/collections/ApersBH97.html#Blanken97,1997,,,,,
6770474,Christos Faloutsos,,Multimedia Databases in Perspective,,,,,,,,,books/sp/apersbh97/Faloutsos97,2002-01-03,,,219-245,,,,,,Indexing of Multimedia Data.,db/books/collections/ApersBH97.html#Faloutsos97,1997,,,,,
6770492,Alireza Sadeghi|Hamid Bagheri|Joshua Garcia|Sam Malek,,Handbook of Software Engineering,,,,,books/sp/CTK2019,https://doi.org/10.1007/978-3-030-00262-6_12,,,books/sp/19/MalekBGS19,2019-02-19,,,445-489,,,,,,Security and Software Engineering.,db/books/collections/CTK2019.html#MalekBGS19,2019,,,,,
6770493,Björn Niehaves|Frederike Marie Oschinsky|Kristina Röding,,The Art of Structuring,,,,,books/sp/BRS2019,https://doi.org/10.1007/978-3-030-06234-7_40,,,books/sp/19/NiehavesRO19,2019-03-14,,,427-437,,,,,,Structural Features of Digital Strategies for Municipalities.,db/books/collections/BRS2019.html#NiehavesRO19,2019,,,,,
6770494,Jiaqing Zhong|Karsten Kraume|Klaus Voormanns,,The Art of Structuring,,,,,books/sp/BRS2019,https://doi.org/10.1007/978-3-030-06234-7_10,,,books/sp/19/KraumeVZ19,2019-03-14,,,101-111,,,,,,How a Global Customer Service Leader is Using a Reference Model to Structure Its Transformation While Remaining Fast and Agile.,db/books/collections/BRS2019.html#KraumeVZ19,2019,,,,,
6770495,Axel Winkelmann|Christian Janiesch,,The Art of Structuring,,,,,books/sp/BRS2019,https://doi.org/10.1007/978-3-030-06234-7_7,,,books/sp/19/JanieschW19,2019-03-14,,,63-74,,,,,,The Goat Criteria - A Structured Assessment Approach for Reference Models.,db/books/collections/BRS2019.html#JanieschW19,2019,,,,,
6770496,Alessandra Vitanza|Antonio Greco|Daniele Sancarlo|Francesco Giuliani|Francesco Ricciardi|Grazia D'Onofrio,,Data Science for Healthcare,,,,,books/sp/CRP2019,https://doi.org/10.1007/978-3-030-05249-2_7,,,books/sp/19/VitanzaDRSGG19,2019-03-08,,,195-215,,,,,,Assistive Robots for the Elderly: Innovative Tools to Gather Health Relevant Data.,db/books/collections/CRP2019.html#VitanzaDRSGG19,2019,,,,,
6770497,Shirley Gregor,,The Art of Structuring,,,,,books/sp/BRS2019,https://doi.org/10.1007/978-3-030-06234-7_1,,,books/sp/19/Gregor19,2019-03-14,,,3-11,,,,,,Knowledge-Action Structures.,db/books/collections/BRS2019.html#Gregor19,2019,,,,,
6770498,Danny Weyns,,Handbook of Software Engineering,,,,,books/sp/CTK2019,https://doi.org/10.1007/978-3-030-00262-6_11,,,books/sp/19/Weyns19,2019-02-19,,,399-443,,,,,,Software Engineering of Self-adaptive Systems.,db/books/collections/CTK2019.html#Weyns19,2019,,,,,
6770499,Patrick Delfmann,,The Art of Structuring,,,,,books/sp/BRS2019,https://doi.org/10.1007/978-3-030-06234-7_17,,,books/sp/19/Delfmann19,2019-03-14,,,179-189,,,,,,Predictive Analytics of Winter Sports Processes Using Probabilistic Finite Automata.,db/books/collections/BRS2019.html#Delfmann19,2019,,,,,
6770500,Elmar J. Sinz,,The Art of Structuring,,,,,books/sp/BRS2019,https://doi.org/10.1007/978-3-030-06234-7_13,,,books/sp/19/Sinz19,2019-03-14,,,137-144,,,,,,On the Evolution of Methods for Conceptual Information Systems Modeling.,db/books/collections/BRS2019.html#Sinz19,2019,,,,,
6770501,Daniele De Massari|Dieter Van de Craen|Jason Gwizdala|Steffen Pauws|Tobias Wirth,,Data Science for Healthcare,,,,,books/sp/CRP2019,https://doi.org/10.1007/978-3-030-05249-2_14,,,books/sp/19/CraenMWGP19,2019-03-08,,,347-367,,,,,,Leveraging Financial Analytics for Healthcare Organizations in Value-Based Care Environments.,db/books/collections/CRP2019.html#CraenMWGP19,2019,,,,,
6770502,Bernd Hellingrath|Sandra Lechtenberg,,The Art of Structuring,,,,,books/sp/BRS2019,https://doi.org/10.1007/978-3-030-06234-7_27,,,books/sp/19/HellingrathL19,2019-03-14,,,283-296,,,,,,Applications of Artificial Intelligence in Supply Chain Management and Logistics: Focusing Onto Recognition for Supply Chain Execution.,db/books/collections/BRS2019.html#HellingrathL19,2019,,,,,
6770503,Jos van Hillegersberg,,The Art of Structuring,,,,,books/sp/BRS2019,https://doi.org/10.1007/978-3-030-06234-7_14,,,books/sp/19/Hillegersberg19,2019-03-14,,,145-151,,,,,,The Need for a Maturity Model for Maturity Modeling.,db/books/collections/BRS2019.html#Hillegersberg19,2019,,,,,
6770504,Richard Baskerville,,The Art of Structuring,,,,,books/sp/BRS2019,https://doi.org/10.1007/978-3-030-06234-7_33,,,books/sp/19/Baskerville19,2019-03-14,,,351-359,,,,,,Information Systems as the Genetic Material of Organizations: The Contributions of Jörg Becker.,db/books/collections/BRS2019.html#Baskerville19,2019,,,,,
6770505,Anne Thoring|Dominik Rudolph|Raimund Vogl,,The Art of Structuring,,,,,books/sp/BRS2019,https://doi.org/10.1007/978-3-030-06234-7_47,,,books/sp/19/VoglRT19,2019-03-14,,,501-512,,,,,,Bringing Structure to Research Data Management Through a Pervasive, Scalable and Sustainable Research Data Infrastructure.,db/books/collections/BRS2019.html#VoglRT19,,,,,
6770506,Miryung Kim|Na Meng|Tianyi Zhang 0001,,Handbook of Software Engineering,,,,,books/sp/CTK2019,https://doi.org/10.1007/978-3-030-00262-6_6,,,books/sp/19/KimM019,2019-02-19,,,223-284,,,,,,Software Evolution.,db/books/collections/CTK2019.html#KimM019,2019,,,,,
6770507,Ilias Gerostathopoulos|Petr Hnetynka|Tomás Bures|Vladimír Matena,,Engineering Adaptive Software Systems,,,,,books/sp/YB2019,https://doi.org/10.1007/978-981-13-2185-6_7,,,books/sp/19/MatenaBGH19,2019-01-25,,,149-169,,,,,,Experimenting with Adaptation in Smart Cyber-Physical Systems: A Model Problem and Testbed.,db/books/collections/YB2019.html#MatenaBGH19,2019,,,,,
6770508,Chris Bailey|Lionel Montrieux|Rogério de Lemos,,Engineering Adaptive Software Systems,,,,,books/sp/YB2019,https://doi.org/10.1007/978-981-13-2185-6_3,,,books/sp/19/MontrieuxLB19,2019-01-25,,,57-94,,,,,,Challenges in Engineering Self-Adaptive Authorisation Infrastructures.,db/books/collections/YB2019.html#MontrieuxLB19,2019,,,,,
6770509,Oliver Müller,,The Art of Structuring,,,,,books/sp/BRS2019,https://doi.org/10.1007/978-3-030-06234-7_29,,,books/sp/19/Muller19,2019-03-14,,,307-316,,,,,,Structuring Unstructured Data - Or: How Machine Learning Can Make You a Wine Sommelier.,db/books/collections/BRS2019.html#Muller19,2019,,,,,
6770510,Amel Bennaceur|Bashar Nuseibeh|Thein Than Tun|Yijun Yu,,Handbook of Software Engineering,,,,,books/sp/CTK2019,https://doi.org/10.1007/978-3-030-00262-6_2,,,books/sp/19/BennaceurTYN19,2019-02-19,,,51-92,,,,,,Requirements Engineering.,db/books/collections/CTK2019.html#BennaceurTYN19,2019,,,,,
6770511,Tetsuo Tamai,,Handbook of Software Engineering,,,,,books/sp/CTK2019,https://doi.org/10.1007/978-3-030-00262-6_9,,,books/sp/19/Tamai19,2019-02-19,,,349-374,,,,,,Key Software Engineering Paradigms and Modeling Methods.,db/books/collections/CTK2019.html#Tamai19,2019,,,,,
6770512,Stanislaw Wrycza,,The Art of Structuring,,,,,books/sp/BRS2019,https://doi.org/10.1007/978-3-030-06234-7_4,,,books/sp/19/Wrycza19,2019-03-14,,,31-37,,,,,,The Challenge of Structuring Business Informatics as an Academic Discipline.,db/books/collections/BRS2019.html#Wrycza19,2019,,,,,
6770513,Reima Suomi,,The Art of Structuring,,,,,books/sp/BRS2019,https://doi.org/10.1007/978-3-030-06234-7_45,,,books/sp/19/Suomi19,2019-03-14,,,481-487,,,,,,Managing a Network.,db/books/collections/BRS2019.html#Suomi19,2019,,,,,
